"poi_id","kategorie","quartier","strasse","baumgattunglat","baumartlat","baumnamelat","baumnamedeu","baumnummer","status","baumtyp","baumtyptext","kronendurchmesser","pflanzjahr","genauigkeit","objectid","geometry"
"WI-2247","Strassenbaum","Witikon","Schäracher 9","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2247","Strassenbaum","0","nicht zugeordnet","4","2020","Eingemessen","18419","POINT (2687501 1245428.9)"
"WI-2232","Strassenbaum","Witikon","Schäracher 9","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2232","Strassenbaum","0","nicht zugeordnet","4","2019","Eingemessen","18420","POINT (2687507.8 1245436.5)"
"WI-2233","Strassenbaum","Witikon","Schäracher 5","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2233","Strassenbaum","0","nicht zugeordnet","4","2019","Eingemessen","18421","POINT (2687513.2 1245442.9)"
"WI-2248","Strassenbaum","Witikon","Schäracher 5","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2248","Strassenbaum","0","nicht zugeordnet","4","2020","Eingemessen","18422","POINT (2687521.8 1245452.5)"
"WI-2249","Strassenbaum","Witikon","Schäracher 5","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2249","Strassenbaum","0","nicht zugeordnet","4","2020","Eingemessen","18423","POINT (2687528.2 1245460.1)"
"WI-2250","Strassenbaum","Witikon","Schäracher 1","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2250","Strassenbaum","0","nicht zugeordnet","4","2020","Eingemessen","18424","POINT (2687533.5 1245466)"
"WI-2234","Strassenbaum","Witikon","Schäracher 1a","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2234","Strassenbaum","0","nicht zugeordnet","4","2019","Eingemessen","18425","POINT (2687542.5 1245476.2)"
"WI-2251","Strassenbaum","Witikon","Schäracher 1","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2251","Strassenbaum","0","nicht zugeordnet","4","2020","Eingemessen","18426","POINT (2687548.2 1245483.1)"
"WI-2252","Strassenbaum","Witikon","Schäracher 1","Liquidambar","styraciflua","Liquidambar styraciflua 'Worplesdon'","Amberbaum","WI-2252","Strassenbaum","0","nicht zugeordnet","4","2020","Eingemessen","18427","POINT (2687554 1245489.8)"
"WI-2870","Strassenbaum","Witikon","Wiesliacher 1","Populus","tremula","Populus tremula","Zitter-Pappel, Espe","WI-2870","Strassenbaum","0","nicht zugeordnet","4","2021","Eingemessen","19749","POINT (2687817.5 1245433.9)"
"WI-2872","Strassenbaum","Witikon","Wiesliacher 1","Populus","tremula","Populus tremula","Zitter-Pappel, Espe","WI-2872","Strassenbaum","0","nicht zugeordnet","4","2021","Eingemessen","19750","POINT (2687798.8 1245436.2)"
"WI-2873","Strassenbaum","Witikon","Wiesliacher 7","Populus","tremula","Populus tremula","Zitter-Pappel, Espe","WI-2873","Strassenbaum","0","nicht zugeordnet","5","2021","Eingemessen","19751","POINT (2687773.5 1245439.5)"
"WI-2874","Strassenbaum","Witikon","Wiesliacher 7","Populus","tremula","Populus tremula","Zitter-Pappel, Espe","WI-2874","Strassenbaum","0","nicht zugeordnet","5","2021","Eingemessen","19752","POINT (2687745.5 1245442.6)"
"WI-430","Parkbaum","Witikon","Witikonerstr.","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-430","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","27410","POINT (2687587 1245586)"
"WI-568","Parkbaum","Witikon","Witikonerstr.","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-568","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","27411","POINT (2687581.2 1245602.8)"
"WI-569","Parkbaum","Witikon","Witikonerstr.","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-569","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","27412","POINT (2687560.5 1245613.8)"
"WI-788","Parkbaum","Witikon","Segetenweg","Crataegus","laevigata","Crataegus laevigata","Zweigriffliger Weissdorn","WI-788","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","27529","POINT (2687209.8 1245491.5)"
"WI-789","Parkbaum","Witikon","Segetenweg","Crataegus","laevigata","Crataegus laevigata","Zweigriffliger Weissdorn","WI-789","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","27530","POINT (2687266 1245464.2)"
"WI-790","Parkbaum","Witikon","Segetenweg","Crataegus","laevigata","Crataegus laevigata","Zweigriffliger Weissdorn","WI-790","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","27531","POINT (2687337 1245459.9)"
"WI-660","Parkbaum","Witikon","Segetenweg","Prunus","avium","Prunus avium 'Bachkirsche'","Süss-Kirsche-Obstgehölz 'Bachkirsche'","WI-660","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","27809","POINT (2687063 1245565.9)"
"WI-2144","Parkbaum","Witikon","Trichtenhausenstr.","Pyrus","communis","Pyrus communis","Gemeiner Birnbaum","WI-2144","Obst","6","Obstbäume","8","1960","Bildschirmeingabe","28259","POINT (2687898 1245368.1)"
"WI-2139","Parkbaum","Witikon","Trichtenhausenstr.","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WI-2139","Grünanlage","0","nicht zugeordnet","6","1990","Bildschirmeingabe","32147","POINT (2687899 1245373.2)"
"WI-2152","Parkbaum","Witikon","Kienastenwiesweg","Quercus","robur","Quercus robur","Stiel-Eiche","WI-2152","Grünanlage","0","nicht zugeordnet","7","1995","Bildschirmeingabe","32148","POINT (2688155.8 1245599.4)"
"WI-2439","Parkbaum","Witikon","Trichtenhausenfussweg","Larix","decidua","Larix decidua","Europäische Lärche","WI-2439","Grünanlage","0","nicht zugeordnet","10","1975","Bildschirmeingabe","38069","POINT (2687706.5 1245419.1)"
"WI-2440","Parkbaum","Witikon","Trichtenhausenfussweg","Larix","decidua","Larix decidua","Europäische Lärche","WI-2440","Grünanlage","0","nicht zugeordnet","10","1975","Bildschirmeingabe","38070","POINT (2687712.8 1245415.2)"
"WI-2441","Parkbaum","Witikon","Trichtenhausenfussweg","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","WI-2441","Grünanlage","4","Höhe:10-20m, Breite:<10m","10","1961","Bildschirmeingabe","38071","POINT (2687716 1245379.4)"
"WI-2442","Parkbaum","Witikon","Trichtenhausenfussweg","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2442","Grünanlage","4","Höhe:10-20m, Breite:<10m","12","1975","Bildschirmeingabe","38072","POINT (2687716.2 1245364.4)"
"WI-2140","Parkbaum","Witikon","Trichtenhausenstr.","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WI-2140","Grünanlage","0","nicht zugeordnet","7","1990","Bildschirmeingabe","44012","POINT (2687893.5 1245376.4)"
"WI-2141","Parkbaum","Witikon","Trichtenhausenstr.","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2141","Grünanlage","4","Höhe:10-20m, Breite:<10m","10","1990","Bildschirmeingabe","44013","POINT (2687889.2 1245375)"
"WI-2142","Parkbaum","Witikon","Trichtenhausenstr.","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WI-2142","Grünanlage","0","nicht zugeordnet","12","1950","Bildschirmeingabe","44014","POINT (2687886.2 1245371.4)"
"WI-2138","Parkbaum","Witikon","Trichtenhausenstr.","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2138","Grünanlage","4","Höhe:10-20m, Breite:<10m","8","1990","Bildschirmeingabe","44015","POINT (2687899.8 1245377.2)"
"WI-2135","Parkbaum","Witikon","Trichtenhausenstr.","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2135","Grünanlage","0","nicht zugeordnet","8","1980","Bildschirmeingabe","44927","POINT (2687901.2 1245371.4)"
"WI-2136","Parkbaum","Witikon","Trichtenhausenstr.","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2136","Grünanlage","0","nicht zugeordnet","7","1980","Bildschirmeingabe","44928","POINT (2687902 1245367.5)"
"WI-2137","Parkbaum","Witikon","Trichtenhausenstr.","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2137","Grünanlage","0","nicht zugeordnet","7","2000","Bildschirmeingabe","44929","POINT (2687902.8 1245364.8)"
"WI-3170","Parkbaum","Witikon","Trichtenhausenstr.","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WI-3170","Grünanlage","0","nicht zugeordnet","5","1984","Bildschirmeingabe","44930","POINT (2687915.5 1245358.8)"
"WI-2151","Parkbaum","Witikon","Kienastenwiesweg","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2151","Grünanlage","4","Höhe:10-20m, Breite:<10m","11","1990","Bildschirmeingabe","45923","POINT (2688159.8 1245602.6)"
"WI-2871","Strassenbaum","Witikon","Wiesliacher, Trichtenhausenstr. 140","Ulmus","","Ulmus 'New Horizon'","Hybrid-Ulme","WI-2871","Strassenbaum","0","nicht zugeordnet","4","2021","Eingemessen","63913","POINT (2687833.2 1245432.9)"
"WI-2146","Parkbaum","Witikon","Kindergarten Steinacker, Trichtenhausenstr.","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2146","Grünanlage","0","nicht zugeordnet","7","2004","Bildschirmeingabe","68397","POINT (2687829 1245485.4)"
"WI-2128","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Juglans","regia","Juglans regia (rotes Blatt)","Walnuss-Obstgehölz (rotes Blatt)","WI-2128","Grünanlage","6","Obstbäume","8","1980","Bildschirmeingabe","68398","POINT (2687920.5 1245345.4)"
"WI-2079","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Aesculus","hippocastanum","Aesculus hippocastanum","Gemeine Rosskastanie","WI-2079","Grünanlage","0","nicht zugeordnet","9","2000","Bildschirmeingabe","68399","POINT (2687950.2 1245309.9)"
"WI-2080","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2080","Grünanlage","4","Höhe:10-20m, Breite:<10m","12","1990","Bildschirmeingabe","68400","POINT (2687954.8 1245333.6)"
"WI-2081","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2081","Grünanlage","4","Höhe:10-20m, Breite:<10m","10","1990","Bildschirmeingabe","68401","POINT (2687954.2 1245338.4)"
"WI-2082","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2082","Grünanlage","4","Höhe:10-20m, Breite:<10m","10","1990","Bildschirmeingabe","68402","POINT (2687953.8 1245342.2)"
"WI-2235","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Alnus","incana","Alnus incana","Grau-Erle, Weiss-Erle","WI-2235","Grünanlage","0","nicht zugeordnet","6","2010","Bildschirmeingabe","68403","POINT (2687955 1245347.5)"
"WI-2083","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Liriodendron","tulipifera","Liriodendron tulipifera","Tulpenbaum","WI-2083","Grünanlage","1","Höhe:>20m, Breite:>10m","9","1990","Bildschirmeingabe","68404","POINT (2687947.2 1245349)"
"WI-2088","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Sorbus","aria","Sorbus aria","Mehlbeere","WI-2088","Grünanlage","0","nicht zugeordnet","6","1990","Bildschirmeingabe","68405","POINT (2687949 1245374.6)"
"WI-2086","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2086","Grünanlage","0","nicht zugeordnet","7","1990","Bildschirmeingabe","68406","POINT (2687948.2 1245368.2)"
"WI-2085","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WI-2085","Grünanlage","0","nicht zugeordnet","8","1990","Bildschirmeingabe","68407","POINT (2687947.8 1245364.9)"
"WI-2092","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Juglans","regia (S)","Juglans regia (S)","Walnuss-Obstgehölz (Sämling)","WI-2092","Grünanlage","6","Obstbäume","7","1990","Bildschirmeingabe","68408","POINT (2687956.8 1245386.8)"
"WI-2093","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Populus","x canadensis","Populus x canadensis","Kanadische Pappel (deltoides x nigra)","WI-2093","Grünanlage","0","nicht zugeordnet","20","1960","Bildschirmeingabe","68409","POINT (2687961.8 1245392.8)"
"WI-2098","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WI-2098","Grünanlage","0","nicht zugeordnet","7","1990","Bildschirmeingabe","68410","POINT (2687979.5 1245413.2)"
"WI-2849","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2849","Grünanlage","0","nicht zugeordnet","7","1995","Bildschirmeingabe","68411","POINT (2687964.5 1245402.2)"
"WI-2105","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Sequoiadendron","giganteum","Sequoiadendron giganteum","Mammutbaum, Riesensequoia","WI-2105","Grünanlage","0","nicht zugeordnet","9","1980","Bildschirmeingabe","68412","POINT (2687993.8 1245426.4)"
"WI-2103","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2103","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","68413","POINT (2687988 1245409.2)"
"WI-2104","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2104","Grünanlage","0","nicht zugeordnet","9","1960","Bildschirmeingabe","68414","POINT (2687993.5 1245408.5)"
"WI-2101","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2101","Grünanlage","0","nicht zugeordnet","6","1980","Bildschirmeingabe","68415","POINT (2687981 1245403.8)"
"WI-2850","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WI-2850","Grünanlage","0","nicht zugeordnet","7","1995","Bildschirmeingabe","68416","POINT (2688003.2 1245425.5)"
"WI-2851","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WI-2851","Grünanlage","0","nicht zugeordnet","5","1995","Bildschirmeingabe","68417","POINT (2688006 1245427.1)"
"WI-2853","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WI-2853","Grünanlage","0","nicht zugeordnet","7","1995","Bildschirmeingabe","68418","POINT (2688014 1245433)"
"WI-2854","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WI-2854","Grünanlage","0","nicht zugeordnet","7","1995","Bildschirmeingabe","68419","POINT (2688016.8 1245436.1)"
"WI-2856","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2856","Grünanlage","0","nicht zugeordnet","7","1995","Bildschirmeingabe","68420","POINT (2688023.8 1245433.8)"
"WI-2108","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Sequoiadendron","giganteum","Sequoiadendron giganteum","Mammutbaum, Riesensequoia","WI-2108","Grünanlage","0","nicht zugeordnet","6","1980","Bildschirmeingabe","68421","POINT (2688032.8 1245436.1)"
"WI-2109","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2109","Grünanlage","0","nicht zugeordnet","9","1985","Bildschirmeingabe","68422","POINT (2688029.8 1245438.8)"
"WI-2111","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2111","Grünanlage","4","Höhe:10-20m, Breite:<10m","8","1980","Bildschirmeingabe","68423","POINT (2688046 1245441.6)"
"WI-2112","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2112","Grünanlage","4","Höhe:10-20m, Breite:<10m","8","1990","Bildschirmeingabe","68424","POINT (2688047 1245442.5)"
"WI-2113","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WI-2113","Grünanlage","0","nicht zugeordnet","8","1990","Bildschirmeingabe","68425","POINT (2688051.2 1245444.9)"
"WI-2114","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Quercus","robur","Quercus robur","Stiel-Eiche","WI-2114","Grünanlage","0","nicht zugeordnet","15","1960","Bildschirmeingabe","68426","POINT (2688057.2 1245448.5)"
"WI-2118","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Picea","abies","Picea abies","Rottanne, Fichte","WI-2118","Grünanlage","0","nicht zugeordnet","7","1980","Bildschirmeingabe","68427","POINT (2688041.5 1245456.1)"
"WI-2115","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WI-2115","Grünanlage","0","nicht zugeordnet","8","1990","Bildschirmeingabe","68428","POINT (2688058.5 1245435.5)"
"WI-2116","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Juglans","regia","Juglans regia (rotes Blatt)","Walnuss-Obstgehölz (rotes Blatt)","WI-2116","Grünanlage","6","Obstbäume","6","1980","Bildschirmeingabe","68429","POINT (2688054 1245434.8)"
"WI-2117","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2117","Grünanlage","0","nicht zugeordnet","8","1980","Bildschirmeingabe","68430","POINT (2688049.2 1245434.2)"
"WI-2119","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WI-2119","Grünanlage","0","nicht zugeordnet","15","1960","Bildschirmeingabe","68431","POINT (2688065.2 1245466.9)"
"WI-2120","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WI-2120","Grünanlage","0","nicht zugeordnet","15","1960","Bildschirmeingabe","68432","POINT (2688071.8 1245471.9)"
"WI-2122","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Aesculus","hippocastanum","Aesculus hippocastanum","Gemeine Rosskastanie","WI-2122","Grünanlage","0","nicht zugeordnet","12","1950","Bildschirmeingabe","68433","POINT (2688115.2 1245483.9)"
"WI-2123","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2123","Grünanlage","0","nicht zugeordnet","10","1980","Bildschirmeingabe","68434","POINT (2688103.8 1245524.5)"
"WI-2126","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2126","Grünanlage","0","nicht zugeordnet","12","1960","Bildschirmeingabe","68435","POINT (2688087.2 1245520.1)"
"WI-2125","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2125","Grünanlage","0","nicht zugeordnet","12","1990","Bildschirmeingabe","68436","POINT (2688121.8 1245531.1)"
"WI-2855","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2855","Grünanlage","0","nicht zugeordnet","6","1995","Bildschirmeingabe","70077","POINT (2688017.8 1245437.1)"
"WI-2121","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","WI-2121","Grünanlage","4","Höhe:10-20m, Breite:<10m","8","1990","Bildschirmeingabe","70078","POINT (2688098.2 1245489.4)"
"WI-2131","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WI-2131","Grünanlage","0","nicht zugeordnet","14","1960","Bildschirmeingabe","70079","POINT (2687913.8 1245367)"
"WI-2133","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WI-2133","Grünanlage","0","nicht zugeordnet","14","1960","Bildschirmeingabe","70080","POINT (2687915.2 1245372.2)"
"WI-2124","Parkbaum","Witikon","Trichtenhausenstr., Im Trichtisal","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","WI-2124","Grünanlage","0","nicht zugeordnet","10","1960","Bildschirmeingabe","70989","POINT (2688106.5 1245525.6)"
